variable,project_id,RCM,domain,frequency,GCM,experiment_id,period_start,period_end,n_files,path2files
zg500,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua400,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta500,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus925,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rluscs,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va750,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua850,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta925,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg250,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va600,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta250,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua700,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa150,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg1000,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrso,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va100,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua70,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus200,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua30,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
cll,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
clh,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rldscs,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus500,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus70,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg400,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta400,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa300,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus250,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
